query,runtime (ms),db,engine
SELECT COUNT( * ) FROM CONTINENTS AS CONTINENTSalias0 ;,4.633903503417969,car_1,mysql
"SELECT DISTINCT MODEL_LISTalias0.MODEL FROM CAR_NAMES AS CAR_NAMESalias0 JOIN MODEL_LIST AS MODEL_LISTalias0 ON MODEL_LISTalias0.MODEL = CAR_NAMESalias0.MODEL JOIN CAR_MAKERS AS CAR_MAKERSalias0 ON MODEL_LISTalias0.MAKER = CAR_MAKERSalias0.ID JOIN CARS_DATA AS CARS_DATAalias0 ON CAR_NAMESalias0.MAKEID = CARS_DATAalias0.ID WHERE CARS_DATAalias0.WEIGHT > 3500 OR CAR_MAKERSalias0.FULLNAME = ""General Motors"" ;",1.6748905181884766,car_1,mysql
SELECT DISTINCT CARS_DATAalias0.YEAR FROM CARS_DATA AS CARS_DATAalias0 WHERE CARS_DATAalias0.WEIGHT < 4000 AND CARS_DATAalias0.WEIGHT > 3000 ;,0.8301734924316406,car_1,mysql
SELECT CARS_DATAalias0.HORSEPOWER FROM CARS_DATA AS CARS_DATAalias0 ORDER BY CARS_DATAalias0.ACCELERATE DESC LIMIT 1 ;,1.0497570037841797,car_1,mysql
"SELECT CARS_DATAalias0.CYLINDERS FROM CARS_DATA AS CARS_DATAalias0 JOIN CAR_NAMES AS CAR_NAMESalias0 ON CAR_NAMESalias0.MAKEID = CARS_DATAalias0.ID WHERE CAR_NAMESalias0.MODEL = ""volvo"" ORDER BY CARS_DATAalias0.ACCELERATE ASC LIMIT 1 ;",1.7828941345214844,car_1,mysql
SELECT COUNT( * ) FROM CARS_DATA AS CARS_DATAalias0 WHERE CARS_DATAalias0.ACCELERATE > ( SELECT CARS_DATAalias1.ACCELERATE FROM CARS_DATA AS CARS_DATAalias1 ORDER BY CARS_DATAalias1.HORSEPOWER DESC LIMIT 1 ) ;,0.7929801940917969,car_1,mysql
SELECT CAR_NAMESalias0.MODEL FROM CAR_NAMES AS CAR_NAMESalias0 JOIN CARS_DATA AS CARS_DATAalias0 ON CAR_NAMESalias0.MAKEID = CARS_DATAalias0.ID WHERE CARS_DATAalias0.CYLINDERS = 4 ORDER BY CARS_DATAalias0.HORSEPOWER DESC LIMIT 1 ;,1.1472702026367188,car_1,mysql
"SELECT CAR_NAMESalias0.MAKE , CAR_NAMESalias0.MAKEID FROM CARS_DATA AS CARS_DATAalias0 JOIN CAR_NAMES AS CAR_NAMESalias0 ON CAR_NAMESalias0.MAKEID = CARS_DATAalias0.ID WHERE CARS_DATAalias0.CYLINDERS <= 3 AND CARS_DATAalias0.HORSEPOWER > ( SELECT MIN( CARS_DATAalias1.HORSEPOWER ) FROM CARS_DATA AS CARS_DATAalias1 ) ;",1.9388198852539062,car_1,mysql
SELECT CARS_DATAalias0.MPG FROM CARS_DATA AS CARS_DATAalias0 WHERE CYLINDERS = 8 OR YEAR < 1980 ORDER BY CARS_DATAalias0.MPG DESC LIMIT 1 ;,1.46484375,car_1,mysql
"SELECT DISTINCT MODEL_LISTalias0.MODEL FROM MODEL_LIST AS MODEL_LISTalias0 JOIN CAR_NAMES AS CAR_NAMESalias0 ON MODEL_LISTalias0.MODEL = CAR_NAMESalias0.MODEL JOIN CARS_DATA AS CARS_DATAalias0 ON CAR_NAMESalias0.MAKEID = CARS_DATAalias0.ID JOIN CAR_MAKERS AS CAR_MAKERSalias0 ON MODEL_LISTalias0.MAKER = CAR_MAKERSalias0.ID WHERE CARS_DATAalias0.WEIGHT < 3500 AND CAR_MAKERSalias0.FULLNAME != ""Ford Motor Company"" ;",2.7430057525634766,car_1,mysql
SELECT COUNTRYNAME FROM COUNTRIES AS COUNTRIESalias0 EXCEPT SELECT COUNTRIESalias1.COUNTRYNAME FROM COUNTRIES AS COUNTRIESalias1 JOIN CAR_MAKERS AS CAR_MAKERSalias0 ON COUNTRIESalias1.COUNTRYID = CAR_MAKERSalias0.COUNTRY ;,1.0721683502197266,car_1,mysql
"SELECT CAR_MAKERSalias0.ID , CAR_MAKERSalias0.MAKER FROM CAR_MAKERS AS CAR_MAKERSalias0 JOIN MODEL_LIST AS MODEL_LISTalias0 ON MODEL_LISTalias0.MAKER = CAR_MAKERSalias0.ID GROUP BY CAR_MAKERSalias0.ID HAVING COUNT( * ) >= 2 INTERSECT SELECT CAR_MAKERSalias1.ID , CAR_MAKERSalias1.MAKER FROM CAR_MAKERS AS CAR_MAKERSalias1 JOIN MODEL_LIST AS MODEL_LISTalias1 ON MODEL_LISTalias1.MAKER = CAR_MAKERSalias1.ID JOIN CAR_NAMES AS CAR_NAMESalias0 ON MODEL_LISTalias1.MODEL = CAR_NAMESalias0.MODEL GROUP BY CAR_MAKERSalias1.ID HAVING COUNT( * ) > 3 ;",2.744913101196289,car_1,mysql
"SELECT COUNTRIESalias0.COUNTRYID , COUNTRIESalias0.COUNTRYNAME FROM COUNTRIES AS COUNTRIESalias0 JOIN CAR_MAKERS AS CAR_MAKERSalias0 ON COUNTRIESalias0.COUNTRYID = CAR_MAKERSalias0.COUNTRY GROUP BY COUNTRIESalias0.COUNTRYID HAVING COUNT( * ) > 3 UNION SELECT COUNTRIESalias1.COUNTRYID , COUNTRIESalias1.COUNTRYNAME FROM COUNTRIES AS COUNTRIESalias1 JOIN CAR_MAKERS AS CAR_MAKERSalias1 ON COUNTRIESalias1.COUNTRYID = CAR_MAKERSalias1.COUNTRY JOIN MODEL_LIST AS MODEL_LISTalias0 ON MODEL_LISTalias0.MAKER = CAR_MAKERSalias1.ID WHERE MODEL_LISTalias0.MODEL = ""fiat"" ;",1.0302066802978516,car_1,mysql
SELECT COUNT( * ) FROM LIST AS LISTalias0 ;,1.0790824890136719,student_1,mysql
SELECT LASTNAME FROM LIST AS LISTalias0 WHERE CLASSROOM = 111 ;,0.7078647613525391,student_1,mysql
SELECT FIRSTNAME FROM LIST AS LISTalias0 WHERE CLASSROOM = 108 ;,0.5340576171875,student_1,mysql
SELECT DISTINCT FIRSTNAME FROM LIST AS LISTalias0 WHERE CLASSROOM = 107 ;,0.6020069122314453,student_1,mysql
"SELECT DISTINCT LISTalias0.GRADE , classroom FROM LIST AS LISTalias0 ;",0.7162094116210938,student_1,mysql
SELECT DISTINCT LISTalias0.GRADE FROM LIST AS LISTalias0 WHERE classroom = 103 ;,0.576019287109375,student_1,mysql
SELECT DISTINCT LISTalias0.GRADE FROM LIST AS LISTalias0 WHERE CLASSROOM = 105 ;,0.5698204040527344,student_1,mysql
SELECT DISTINCT CLASSROOM FROM LIST AS LISTalias0 WHERE LISTalias0.GRADE = 4 ;,0.5021095275878906,student_1,mysql
SELECT DISTINCT TEACHERSalias0.LASTNAME FROM LIST AS LISTalias0 JOIN TEACHERS AS TEACHERSalias0 ON TEACHERSalias0.CLASSROOM = LISTalias0.CLASSROOM WHERE LISTalias0.GRADE = 5 ;,0.7300376892089844,student_1,mysql
SELECT DISTINCT TEACHERSalias0.FIRSTNAME FROM LIST AS LISTalias0 JOIN TEACHERS AS TEACHERSalias0 ON TEACHERSalias0.CLASSROOM = LISTalias0.CLASSROOM WHERE LISTalias0.GRADE = 1 ;,0.5700588226318359,student_1,mysql
SELECT FIRSTNAME FROM TEACHERS AS TEACHERSalias0 WHERE classroom = 110 ;,0.35262107849121094,student_1,mysql
SELECT LASTNAME FROM TEACHERS AS TEACHERSalias0 WHERE classroom = 109 ;,0.32520294189453125,student_1,mysql
"SELECT DISTINCT FIRSTNAME , LASTNAME FROM TEACHERS AS TEACHERSalias0 ;",0.5021095275878906,student_1,mysql
"SELECT DISTINCT FIRSTNAME , LASTNAME FROM LIST AS LISTalias0 ;",1.3020038604736328,student_1,mysql
"SELECT LISTalias0.FIRSTNAME , LISTalias0.LASTNAME FROM LIST AS LISTalias0 JOIN TEACHERS AS TEACHERSalias0 ON TEACHERSalias0.CLASSROOM = LISTalias0.CLASSROOM WHERE TEACHERSalias0.FIRSTNAME = ""OTHA"" AND TEACHERSalias0.LASTNAME = ""MOYER"" ;",0.5660057067871094,student_1,mysql
"SELECT TEACHERSalias0.FIRSTNAME , TEACHERSalias0.LASTNAME FROM LIST AS LISTalias0 JOIN TEACHERS AS TEACHERSalias0 ON TEACHERSalias0.CLASSROOM = LISTalias0.CLASSROOM WHERE LISTalias0.FIRSTNAME = ""EVELINA"" AND LISTalias0.LASTNAME = ""BROMLEY"" ;",0.5986690521240234,student_1,mysql
"SELECT TEACHERSalias0.LASTNAME FROM LIST AS LISTalias0 JOIN TEACHERS AS TEACHERSalias0 ON TEACHERSalias0.CLASSROOM = LISTalias0.CLASSROOM WHERE LISTalias0.FIRSTNAME = ""GELL"" AND LISTalias0.LASTNAME = ""TAMI"" ;",0.8521080017089844,student_1,mysql
"SELECT COUNT( * ) FROM LIST AS LISTalias0 JOIN TEACHERS AS TEACHERSalias0 ON TEACHERSalias0.CLASSROOM = LISTalias0.CLASSROOM WHERE TEACHERSalias0.FIRSTNAME = ""LORIA"" AND TEACHERSalias0.LASTNAME = ""ONDERSMA"" ;",0.6861686706542969,student_1,mysql
"SELECT COUNT( * ) FROM LIST AS LISTalias0 JOIN TEACHERS AS TEACHERSalias0 ON TEACHERSalias0.CLASSROOM = LISTalias0.CLASSROOM WHERE LISTalias0.FIRSTNAME = ""CHRISSY"" AND LISTalias0.LASTNAME = ""NABOZNY"" ;",0.492095947265625,student_1,mysql
"SELECT DISTINCT LISTalias0.FIRSTNAME , LISTalias0.LASTNAME FROM LIST AS LISTalias0 JOIN TEACHERS AS TEACHERSalias0 ON TEACHERSalias0.CLASSROOM = LISTalias0.CLASSROOM WHERE LISTalias0.GRADE = 1 EXCEPT SELECT LISTalias1.FIRSTNAME , LISTalias1.LASTNAME FROM LIST AS LISTalias1 JOIN TEACHERS AS TEACHERSalias1 ON TEACHERSalias1.CLASSROOM = LISTalias1.CLASSROOM WHERE TEACHERSalias1.FIRSTNAME = ""OTHA"" AND TEACHERSalias1.LASTNAME = ""MOYER"" ;",1.0612010955810547,student_1,mysql
"SELECT DISTINCT LISTalias0.LASTNAME FROM LIST AS LISTalias0 JOIN TEACHERS AS TEACHERSalias0 ON TEACHERSalias0.CLASSROOM = LISTalias0.CLASSROOM WHERE LISTalias0.GRADE = 3 AND TEACHERSalias0.FIRSTNAME != ""COVIN"" AND TEACHERSalias0.LASTNAME != ""JEROME"" ;",0.6411075592041016,student_1,mysql
"SELECT COUNT( * ) , COUNT( DISTINCT CLASSROOM ) , LISTalias0.GRADE FROM LIST AS LISTalias0 GROUP BY LISTalias0.GRADE ;",0.6098747253417969,student_1,mysql
"SELECT COUNT( DISTINCT LISTalias0.GRADE ) , classroom FROM LIST AS LISTalias0 GROUP BY classroom ;",0.6201267242431641,student_1,mysql
SELECT classroom FROM LIST AS LISTalias0 GROUP BY classroom ORDER BY COUNT( * ) DESC LIMIT 1 ;,0.5960464477539062,student_1,mysql
"SELECT COUNT( * ) , classroom FROM LIST AS LISTalias0 GROUP BY classroom ;",0.7369518280029297,student_1,mysql
"SELECT COUNT( * ) , classroom FROM LIST AS LISTalias0 WHERE GRADE = ""0"" GROUP BY classroom ;",0.6878376007080078,student_1,mysql
"SELECT TEACHERSalias0.FIRSTNAME , TEACHERSalias0.LASTNAME FROM LIST AS LISTalias0 JOIN TEACHERS AS TEACHERSalias0 ON TEACHERSalias0.CLASSROOM = LISTalias0.CLASSROOM GROUP BY TEACHERSalias0.FIRSTNAME , TEACHERSalias0.LASTNAME ORDER BY COUNT( * ) DESC LIMIT 1 ;",0.8530616760253906,student_1,mysql
"SELECT ROOMNAME FROM ROOMS AS ROOMSalias0 WHERE BASEPRICE < 160 AND ROOMSalias0.BEDS = 2 AND ROOMSalias0.DECOR = ""modern"" ;",1.0938644409179688,inn_1,mysql
"SELECT ROOMID , ROOMNAME FROM ROOMS AS ROOMSalias0 WHERE BASEPRICE > 160 AND MAXOCCUPANCY > 2 ;",0.7281303405761719,inn_1,mysql
SELECT ROOMSalias0.ROOMNAME FROM RESERVATIONS AS RESERVATIONSalias0 JOIN ROOMS AS ROOMSalias0 ON ROOMSalias0.ROOMID = RESERVATIONSalias0.ROOM GROUP BY RESERVATIONSalias0.ROOM ORDER BY COUNT( * ) DESC LIMIT 1 ;,1.3988018035888672,inn_1,mysql
"SELECT RESERVATIONSalias0.KIDS FROM RESERVATIONS AS RESERVATIONSalias0 WHERE FIRSTNAME = ""ROY"" AND LASTNAME = ""SWEAZY"" ;",0.7503032684326172,inn_1,mysql
"SELECT COUNT( * ) FROM RESERVATIONS AS RESERVATIONSalias0 WHERE FIRSTNAME = ""ROY"" AND LASTNAME = ""SWEAZY"" ;",0.6620883941650391,inn_1,mysql
"SELECT RESERVATIONSalias0.CHECKIN , RESERVATIONSalias0.CHECKOUT , RESERVATIONSalias0.RATE , ROOMSalias0.ROOMNAME FROM RESERVATIONS AS RESERVATIONSalias0 JOIN ROOMS AS ROOMSalias0 ON ROOMSalias0.ROOMID = RESERVATIONSalias0.ROOM GROUP BY RESERVATIONSalias0.ROOM ORDER BY RESERVATIONSalias0.RATE DESC LIMIT 1 ;",1.399993896484375,inn_1,mysql
"SELECT RESERVATIONSalias0.ADULTS FROM RESERVATIONS AS RESERVATIONSalias0 WHERE CHECKIN = ""2010-10-23"" AND FIRSTNAME = ""CONRAD"" AND LASTNAME = ""SELBIG"" ;",0.8871555328369141,inn_1,mysql
"SELECT RESERVATIONSalias0.KIDS FROM RESERVATIONS AS RESERVATIONSalias0 WHERE CHECKIN = ""2010-09-21"" AND FIRSTNAME = ""DAMIEN"" AND LASTNAME = ""TRACHSEL"" ;",0.8292198181152344,inn_1,mysql
"SELECT SUM( ROOMSalias0.BEDS ) FROM ROOMS AS ROOMSalias0 WHERE BEDTYPE = ""King"" ;",0.4417896270751953,inn_1,mysql
"SELECT ROOMNAME , ROOMSalias0.DECOR FROM ROOMS AS ROOMSalias0 WHERE BEDTYPE = ""King"" ORDER BY BASEPRICE ;",0.5471706390380859,inn_1,mysql
"SELECT BASEPRICE , ROOMNAME FROM ROOMS AS ROOMSalias0 ORDER BY BASEPRICE ASC LIMIT 1 ;",0.6201267242431641,inn_1,mysql
"SELECT ROOMSalias0.DECOR FROM ROOMS AS ROOMSalias0 WHERE ROOMNAME = ""Recluse and defiance"" ;",0.5061626434326172,inn_1,mysql
"SELECT AVG( BASEPRICE ) , BEDTYPE FROM ROOMS AS ROOMSalias0 GROUP BY BEDTYPE ;",0.5278587341308594,inn_1,mysql
"SELECT SUM( MAXOCCUPANCY ) FROM ROOMS AS ROOMSalias0 WHERE ROOMSalias0.DECOR = ""modern"" ;",0.49304962158203125,inn_1,mysql
SELECT ROOMSalias0.DECOR FROM RESERVATIONS AS RESERVATIONSalias0 JOIN ROOMS AS ROOMSalias0 ON ROOMSalias0.ROOMID = RESERVATIONSalias0.ROOM GROUP BY ROOMSalias0.DECOR ORDER BY COUNT( ROOMSalias0.DECOR ) ASC LIMIT 1 ;,1.611948013305664,inn_1,mysql
SELECT COUNT( * ) FROM RESERVATIONS AS RESERVATIONSalias0 JOIN ROOMS AS ROOMSalias0 ON ROOMSalias0.ROOMID = RESERVATIONSalias0.ROOM WHERE ROOMSalias0.MAXOCCUPANCY = RESERVATIONSalias0.ADULTS + RESERVATIONSalias0.KIDS ;,0.926971435546875,inn_1,mysql
"SELECT RESERVATIONSalias0.FIRSTNAME , RESERVATIONSalias0.LASTNAME FROM RESERVATIONS AS RESERVATIONSalias0 JOIN ROOMS AS ROOMSalias0 ON ROOMSalias0.ROOMID = RESERVATIONSalias0.ROOM WHERE RESERVATIONSalias0.RATE - ROOMSalias0.BASEPRICE > 0 ;",2.0792484283447266,inn_1,mysql
SELECT COUNT( * ) FROM ROOMS AS ROOMSalias0 ;,1.0187625885009766,inn_1,mysql
"SELECT COUNT( * ) FROM ROOMS AS ROOMSalias0 WHERE BEDTYPE = ""King"" ;",0.5598068237304688,inn_1,mysql
"SELECT BEDTYPE , COUNT( * ) FROM ROOMS AS ROOMSalias0 GROUP BY BEDTYPE ;",0.5080699920654297,inn_1,mysql
SELECT ROOMNAME FROM ROOMS AS ROOMSalias0 ORDER BY MAXOCCUPANCY DESC LIMIT 1 ;,0.4658699035644531,inn_1,mysql
"SELECT ROOMID , ROOMNAME FROM ROOMS AS ROOMSalias0 ORDER BY BASEPRICE DESC LIMIT 1 ;",0.4379749298095703,inn_1,mysql
"SELECT BEDTYPE , ROOMNAME FROM ROOMS AS ROOMSalias0 WHERE ROOMSalias0.DECOR = ""traditional"" ;",0.5283355712890625,inn_1,mysql
"SELECT COUNT( * ) , ROOMSalias0.DECOR FROM ROOMS AS ROOMSalias0 WHERE BEDTYPE = ""King"" GROUP BY ROOMSalias0.DECOR ;",0.5817413330078125,inn_1,mysql
"SELECT AVG( BASEPRICE ) , MIN( BASEPRICE ) , ROOMSalias0.DECOR FROM ROOMS AS ROOMSalias0 GROUP BY ROOMSalias0.DECOR ;",0.5781650543212891,inn_1,mysql
SELECT ROOMNAME FROM ROOMS AS ROOMSalias0 ORDER BY BASEPRICE ;,0.5922317504882812,inn_1,mysql
"SELECT COUNT( * ) , ROOMSalias0.DECOR FROM ROOMS AS ROOMSalias0 WHERE BASEPRICE > 120 GROUP BY ROOMSalias0.DECOR ;",0.5319118499755859,inn_1,mysql
"SELECT ROOMNAME FROM ROOMS AS ROOMSalias0 WHERE BEDTYPE = ""King"" OR BEDTYPE = ""Queen"" ;",0.5388259887695312,inn_1,mysql
SELECT COUNT( DISTINCT BEDTYPE ) FROM ROOMS AS ROOMSalias0 ;,0.5841255187988281,inn_1,mysql
"SELECT ROOMID , ROOMNAME FROM ROOMS AS ROOMSalias0 ORDER BY BASEPRICE DESC LIMIT 3 ;",0.5071163177490234,inn_1,mysql
SELECT ROOMNAME FROM ROOMS AS ROOMSalias0 WHERE BASEPRICE > ( SELECT AVG( BASEPRICE ) FROM ROOMS AS ROOMSalias1 ) ;,0.7691383361816406,inn_1,mysql
SELECT COUNT( * ) FROM ROOMS AS ROOMSalias0 WHERE ROOMID NOT IN ( SELECT DISTINCT RESERVATIONSalias0.ROOM FROM RESERVATIONS AS RESERVATIONSalias0 ) ;,1.1219978332519531,inn_1,mysql
"SELECT COUNT( * ) , RESERVATIONSalias0.ROOM , ROOMSalias0.ROOMNAME FROM RESERVATIONS AS RESERVATIONSalias0 JOIN ROOMS AS ROOMSalias0 ON ROOMSalias0.ROOMID = RESERVATIONSalias0.ROOM GROUP BY RESERVATIONSalias0.ROOM ;",1.361846923828125,inn_1,mysql
